text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
@redbullracing good luck for today's race #Giveyouwings #RussianGP,FALSE,0,redbullracing,2017-04-30T10:13:29Z,FALSE,NA,858625346400333824,226087776,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rbruce_t,0,FALSE,FALSE,NA,NA
"RT @PurePitWall: #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #StatAttack Ì†æÌ∂Ç

Race distance Ì†ΩÌ±â 309.745km 

53 laps x 66 gear changes per lap = 3498 gear changes in race Ì†ΩÌ∏µ‚Ä¶",FALSE,0,NA,2017-04-30T10:13:23Z,FALSE,NA,858625322207543297,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",malik_arslan10,34,TRUE,FALSE,NA,NA
Sitting at my desk regretting this shift swap .. No #RussianGP for me todayÌ†ΩÌ∏ñ,FALSE,0,NA,2017-04-30T10:13:22Z,FALSE,NA,858625314980802560,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kelcielectric,0,FALSE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:13:21Z,FALSE,NA,858625312665612290,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GamerBeastHD,123,TRUE,FALSE,NA,NA
"RT @sebvettelnews: Ì†ºÌæô Sebastian Vettel: It felt like ages, not a little while!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 #Seb5 https://t.co/Fz81686nns",FALSE,0,NA,2017-04-30T10:13:21Z,FALSE,NA,858625311440646144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MeredithMaster8,58,TRUE,FALSE,NA,NA
"RT @SkySportsF1: Can Mercedes still beat Ferrari in #RussianGP?

Lewis Hamilton: ""Hopefully it's a race between the four of us"" https://t.c‚Ä¶",FALSE,0,NA,2017-04-30T10:13:19Z,FALSE,NA,858625304478220288,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Abdo_Massa,22,TRUE,FALSE,NA,NA
RT @wtf1official: What an awesome qualifying session #F1 #RussianGP https://t.co/vPYAnpvxB4,FALSE,0,NA,2017-04-30T10:13:17Z,FALSE,NA,858625294630084609,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",cWgsfmR4Gzm2ot3,155,TRUE,FALSE,NA,NA
"Less than 2 hours until the #RussianGP Ì†ΩÌ∏é for worldwide timing, visit my #F1 PDF or @F1 Ì†ΩÌ∏ä https://t.co/X4rH40YKyz",FALSE,0,NA,2017-04-30T10:13:15Z,FALSE,NA,858625287935991808,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alexs1man,0,FALSE,FALSE,NA,NA
"Not where the team would wanna be, but I'm still optimistic. Let's go, @MercedesAMGF1! #RussianGP",FALSE,1,NA,2017-04-30T10:13:15Z,FALSE,NA,858625287709261824,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",roncharls4,1,FALSE,FALSE,NA,NA
"RT @F1: Ferrari or Mercedes?
Williams or Red Bull?
Perez or Ocon?

Plus other key questions ahead of today's #RussianGP ‚¨áÔ∏è¬†https://t.co/4FH‚Ä¶",FALSE,0,NA,2017-04-30T10:13:13Z,FALSE,NA,858625276716208128,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LeonelHibl,63,TRUE,FALSE,NA,NA
"RT @NGsportsTips: Ì†ΩÌ≥à BIG QUESTION Ì†ΩÌ≥ä

Who will win the #RussianGP ? Ferrari dominance or will the Mercedes spoil the party? Ì†æÌ¥î

#F1 #SkyF1 #C4‚Ä¶",FALSE,0,NA,2017-04-30T10:13:12Z,FALSE,NA,858625275122331648,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NeilGakhal,2,TRUE,FALSE,NA,NA
"RT @bbcf1: All could change come 13:00 BST.

Get your #RussianGP thoughts in via #bbcf1 https://t.co/iwRdnXpAQQ",FALSE,0,NA,2017-04-30T10:13:12Z,FALSE,NA,858625274791030784,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dastunabeho,3,TRUE,FALSE,NA,NA
"RT @bbcf1: This could prove to be a testing time for Hamilton and Bottas at the #RussianGP. 

Find out why ‚û°Ô∏è https://t.co/krTetVbcfh https‚Ä¶",FALSE,0,NA,2017-04-30T10:13:12Z,FALSE,NA,858625273125904384,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SeanShears,6,TRUE,FALSE,NA,NA
"RT @F1: Ferrari or Mercedes?
Williams or Red Bull?
Perez or Ocon?

Plus other key questions ahead of today's #RussianGP ‚¨áÔ∏è¬†https://t.co/4FH‚Ä¶",FALSE,0,NA,2017-04-30T10:13:11Z,FALSE,NA,858625269111959552,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Abdo_Massa,63,TRUE,FALSE,NA,NA
Race day Ì†ºÌøÅ Let's hope @ScuderiaFerrari can keep it going and get the win today! #RussianGP,FALSE,0,NA,2017-04-30T10:13:07Z,FALSE,NA,858625253689495552,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PMc_A,0,FALSE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:13:06Z,FALSE,NA,858625250854129664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RubenMaes_,123,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:13:05Z,FALSE,NA,858625245070209024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MissySM,37,TRUE,FALSE,NA,NA
"RT @ToroRossoSpy: Ì†ºÌºû #RussianGP vibes from garage and pitlane Ì†ºÌ∑∑Ì†ºÌ∑∫Ì†ΩÌ≤™Ì†ºÌøº

#–ì—Ä–∞–Ω–ü—Ä–∏–†–æ—Å—Å–∏–∏ Ì†ΩÌ∏â https://t.co/HEKGCLb0KF",FALSE,0,NA,2017-04-30T10:12:58Z,FALSE,NA,858625217358422017,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>",eugenii19,17,TRUE,FALSE,NA,NA
"RT @HisenseUK: It's the #RussianGP this weekend and we're giving away a ¬£25 @Argos_Online voucher Ì†ºÌøÅ

FOLLOW and RT for the chance to WIN! h‚Ä¶",FALSE,0,NA,2017-04-30T10:12:58Z,FALSE,NA,858625217014276096,NA,"<a href=""https://twitaculous.com/"" rel=""nofollow"">Win With Twitaculous</a>",LauraOlivia55,886,TRUE,FALSE,NA,NA
"RT @SkySportsF1: A reminder of the #RussianGP TV times? Really? Oh ok then...

11.30am #SkyF1 build-up begins, race live at 1pm

https://t.‚Ä¶",FALSE,0,NA,2017-04-30T10:12:56Z,FALSE,NA,858625206314815489,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Abdo_Massa,14,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:12:50Z,FALSE,NA,858625182877011968,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",pinkki14,123,TRUE,FALSE,NA,NA
RT @Max33Verstappen: Raceday Ì†ΩÌ≤™ #UnleashtheLion #keeppushing #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 https://t.co/dkqVxY0woa,FALSE,0,NA,2017-04-30T10:12:50Z,FALSE,NA,858625182298251266,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BiancaSeekles,189,TRUE,FALSE,NA,NA
Less than two hours to race start #RussianGP,FALSE,0,NA,2017-04-30T10:12:48Z,FALSE,NA,858625174756876288,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CTVGER,0,FALSE,FALSE,NA,NA
RT @ScuderiaFerrari: Sunny race day #RussianGP #ForzaFerrari https://t.co/qCWeegAxoa,FALSE,0,NA,2017-04-30T10:12:45Z,FALSE,NA,858625162043949056,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>",ChikiColon,139,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:12:45Z,FALSE,NA,858625161813258240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Iam_Maitama,37,TRUE,FALSE,NA,NA
"RT @PurePitWall: #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #StatAttack Ì†æÌ∂Ç

Race distance Ì†ΩÌ±â 309.745km 

53 laps x 66 gear changes per lap = 3498 gear changes in race Ì†ΩÌ∏µ‚Ä¶",FALSE,0,NA,2017-04-30T10:12:42Z,FALSE,NA,858625146885730304,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wirgus,34,TRUE,FALSE,NA,NA
"RT @F1: Ferrari or Mercedes?
Williams or Red Bull?
Perez or Ocon?

Plus other key questions ahead of today's #RussianGP ‚¨áÔ∏è¬†https://t.co/4FH‚Ä¶",FALSE,0,NA,2017-04-30T10:12:41Z,FALSE,NA,858625144855678976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",januszcwikla,63,TRUE,FALSE,NA,NA
"RT @F1: WATCH: Onboard with Sebastian Vettel as he takes pole at the #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫

47th pole of his career and his first since 2015 https:‚Ä¶",FALSE,0,NA,2017-04-30T10:12:39Z,FALSE,NA,858625135447691265,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rashwa69,1373,TRUE,FALSE,NA,NA
@ForceIndiaF1 I'm in sydney! I have to be at work early tomorrow but I'm gonna watch anyway!!! #F1 #RussianGP,FALSE,0,ForceIndiaF1,2017-04-30T10:12:35Z,FALSE,858624739857793024,858625119127613440,16143542,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ah22ch,0,FALSE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:12:34Z,FALSE,NA,858625115231268865,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",malik_arslan10,37,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:12:34Z,FALSE,NA,858625112773414913,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GPUpdate,123,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:12:32Z,FALSE,NA,858625104871391233,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_Ryan_LH44,37,TRUE,FALSE,NA,NA
.@mihail_vasyanin takes pole with a 1:38.832 Can he keep composed for the victory #RussianGP Ì†ΩÌ∫•Ì†ΩÌ∫•Ì†ΩÌ∫•Ì†ΩÌ∫•Ì†ΩÌ∫• https://t.co/Yq60A6aiud,FALSE,0,NA,2017-04-30T10:12:30Z,FALSE,NA,858625097187422212,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",F1GAMEZONE,0,FALSE,FALSE,NA,NA
RT @ScuderiaFerrari: Coming soon on your screens. #RussianGP #ForzaFerrari https://t.co/Tgt58hhhe5,FALSE,0,NA,2017-04-30T10:12:29Z,FALSE,NA,858625095509716992,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ldessi9,199,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:12:29Z,FALSE,NA,858625095157387264,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Abdo_Massa,123,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Sunny race day #RussianGP #ForzaFerrari https://t.co/qCWeegAxoa,FALSE,0,NA,2017-04-30T10:12:27Z,FALSE,NA,858625086642954240,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",malik_arslan10,139,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:12:26Z,FALSE,NA,858625082628988928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Abdo_Massa,37,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Coming soon on your screens. #RussianGP #ForzaFerrari https://t.co/Tgt58hhhe5,FALSE,0,NA,2017-04-30T10:12:14Z,FALSE,NA,858625029042556928,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",malik_arslan10,199,TRUE,FALSE,NA,NA
"RT @F1: What's the strongest point of your car, @DanielRicciardo? (Wait for it...) #F1 #RussianGP https://t.co/E61c0X0BJF",FALSE,0,NA,2017-04-30T10:12:11Z,FALSE,NA,858625017369767936,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Abdo_Massa,484,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:12:08Z,FALSE,NA,858625005315280897,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aleffush,37,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:12:06Z,FALSE,NA,858624998021492736,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kendizzlex3,123,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:12:05Z,FALSE,NA,858624995110469632,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>",ChikiColon,37,TRUE,FALSE,NA,NA
"RT @SkySportsF1: Sebastian Vettel on top and on pole as Ferrari topple Mercedes in #RussianGP Qualy

https://t.co/aD6g5I5NKM #SkyF1 https:/‚Ä¶",FALSE,0,NA,2017-04-30T10:12:04Z,FALSE,NA,858624988294914048,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wirgus,110,TRUE,FALSE,NA,NA
RT @F1_Daniel5: ITS RACE DAY!!! Come On Seb u can do this!!! ‚ò∫Ô∏èÌ†ΩÌ±äÌ†ΩÌ≤™Ì†ºÌøÅÌ†ºÌ∑©Ì†ºÌ∑™ #F1 #RussianGP #Vettel https://t.co/S1GyRd2dSP,FALSE,0,NA,2017-04-30T10:12:00Z,FALSE,NA,858624971517698048,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CTVGER,1,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:11:59Z,FALSE,NA,858624968434765825,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",roncharls4,37,TRUE,FALSE,NA,NA
"RT @WilliamHill: Take a guess at #RussianGP podium outcome and you could win a free bet. 
#PodiumPrediction. https://t.co/nXGGvhun0j",FALSE,0,NA,2017-04-30T10:11:57Z,FALSE,NA,858624961145171969,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KnaggsK,2,TRUE,FALSE,NA,NA
"RT @pirellisport: The stars makeup before to going on stageÌ†ΩÌ≤Ñ
#Fit4F1 #RussianGP https://t.co/Wy7pA62F3j",FALSE,0,NA,2017-04-30T10:11:57Z,FALSE,NA,858624957605085184,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>",ChikiColon,2,TRUE,FALSE,NA,NA
RT @F1: Three things to watch at the #RussianGP: @ValtteriBottas hopes his first #F1 win will be one of them... https://t.co/KnsNOekKmw,FALSE,0,NA,2017-04-30T10:11:53Z,FALSE,NA,858624943126450178,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Abdo_Massa,126,TRUE,FALSE,NA,NA
"RT @pirellisport: The stars makeup before to going on stageÌ†ΩÌ≤Ñ
#Fit4F1 #RussianGP https://t.co/Wy7pA62F3j",FALSE,0,NA,2017-04-30T10:11:52Z,FALSE,NA,858624936922853377,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_atu,2,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:11:51Z,FALSE,NA,858624934905602048,NA,"<a href=""http://www.desdebogota.com/nascar"" rel=""nofollow"">Predicciones Nascar DesdeBogota</a>",desde_bogota,123,TRUE,FALSE,NA,NA
"Ì†ΩÌ±äToday's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/dQ5Cg73leK",FALSE,0,NA,2017-04-30T10:11:51Z,FALSE,NA,858624934171615232,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MercedesF1news1,0,FALSE,FALSE,NA,NA
RT @Max33Verstappen: Raceday Ì†ΩÌ≤™ #UnleashtheLion #keeppushing #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 https://t.co/dkqVxY0woa,FALSE,0,NA,2017-04-30T10:11:49Z,FALSE,NA,858624925887864833,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DudsHamilton,189,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: Sunny race day #RussianGP #ForzaFerrari https://t.co/qCWeegAxoa,FALSE,0,NA,2017-04-30T10:11:42Z,FALSE,NA,858624894589968385,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sbwaspen,139,TRUE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:11:41Z,FALSE,NA,858624892614344705,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jorge_REBE12,123,TRUE,FALSE,NA,NA
"RT @MercedesAMGF1: Wakey wakey Beasties Ì†ΩÌ±è Today's the big day!

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 @MercedesAMG https://t.co/G4QqYNWQRI",FALSE,0,NA,2017-04-30T10:11:36Z,FALSE,NA,858624872041385988,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iby_akbar,37,TRUE,FALSE,NA,NA
"RT @nickcooper326: @redbullracing Max and Daniel, please finish on the podium, please! Ì†ΩÌ∞ï #RBwall #RussianGP https://t.co/kDbcGJyVMG",FALSE,0,NA,2017-04-30T10:11:28Z,FALSE,NA,858624836435943424,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",33annette33,1,TRUE,FALSE,NA,NA
"pirellisport - The stars makeup before to going on stageÌ†ΩÌ≤Ñ #Fit4F1 #RussianGP https://t.co/xgzXdI3VJi https://t.co/y9tvqWarbI

The stars m‚Ä¶",FALSE,0,NA,2017-04-30T10:11:27Z,FALSE,NA,858624832375803904,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",MG__Racing,0,FALSE,FALSE,NA,NA
"RT @HaasF1Team: Ì†ΩÌ≤°Ì†ΩÌ≤° out is quickly approaching! 

Where will you be watching the #RussianGP action from? https://t.co/ie7CL1DxcR",FALSE,0,NA,2017-04-30T10:11:26Z,FALSE,NA,858624829779574784,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Taitanikt,7,TRUE,FALSE,NA,NA
"RT @F1: Ferrari or Mercedes?
Williams or Red Bull?
Perez or Ocon?

Plus other key questions ahead of today's #RussianGP ‚¨áÔ∏è¬†https://t.co/4FH‚Ä¶",FALSE,0,NA,2017-04-30T10:11:19Z,FALSE,NA,858624800167612418,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",utiaanjar,63,TRUE,FALSE,NA,NA
"RT @BBCSport: Sebastian Vettel is on #RussianGP pole as Ferrari dominated the front row for the first time since 2008.

More ‚û°Ô∏è https://t.c‚Ä¶",FALSE,0,NA,2017-04-30T10:11:06Z,FALSE,NA,858624745880907780,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",scobaba,30,TRUE,FALSE,NA,NA
"As for every racing Sunday, we need YOUR support today: where are you going to watch the race? Let us know and get ready! #RussianGP",FALSE,17,NA,2017-04-30T10:11:05Z,FALSE,NA,858624739857793024,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ForceIndiaF1,4,FALSE,FALSE,NA,NA
"RT @F1: TWO HOURS until lights out at the #RussianGP! Excited, Seb? #F1 https://t.co/25jikh2BPR",FALSE,0,NA,2017-04-30T10:11:02Z,FALSE,NA,858624728210313218,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MazzoMawanvu,123,TRUE,FALSE,NA,NA
