text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"pirellisport - Enjoy the weekend of #Fit4F1 speed! #RussianGP https://t.co/gWy8HynTjr https://t.co/IavV0UMQwO https://t.co/ut5ca0Hj1V

E‚Ä¶",FALSE,0,NA,2017-04-29T18:46:44Z,FALSE,NA,858392121816080388,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",MG__Racing,0,FALSE,FALSE,NA,NA
RT @PET_Motorsports: Close fight with the red cars in #RussianGP qualifying - P3 for #VB77 &amp; P4 for #LH44. Finely poised for tomorrow's rac‚Ä¶,FALSE,0,NA,2017-04-29T18:46:44Z,FALSE,NA,858392119324626944,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FlameConcepts,34,TRUE,FALSE,NA,NA
RT @McLarenF1: A planned break in running for both Fernando and Stoff as the crews run through their checks. #RussianGP #FP3 https://t.co/U‚Ä¶,FALSE,0,NA,2017-04-29T18:46:38Z,FALSE,NA,858392096058863616,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mclaren_woking,50,TRUE,FALSE,NA,NA
"RT @SkySportsF1: Just in case you need a reminder: #RussianGP race show from 11.30am, lights out at 1pm https://t.co/IPo6RxJHHZ #SkyF1 http‚Ä¶",FALSE,0,NA,2017-04-29T18:46:34Z,FALSE,NA,858392080380559360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nickyfox22,20,TRUE,FALSE,NA,NA
"RT @F1: The Russian national curling team has a new recruit... get sweeping, @kvyatofficial
#F1 #RussianGP https://t.co/fJ0bwLnlG2",FALSE,0,NA,2017-04-29T18:46:34Z,FALSE,NA,858392078132191233,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phonexfly,156,TRUE,FALSE,NA,NA
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-29T18:46:27Z,FALSE,NA,858392049846018048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dadonicus68,1878,TRUE,FALSE,NA,NA
"RT @F1: Five of these six drivers will hope this stat changes today... 

FP3 starts in ONE HOUR, then we move on to #RussianGP qualifying!‚Ä¶",FALSE,0,NA,2017-04-29T18:46:20Z,FALSE,NA,858392019118374912,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phonexfly,159,TRUE,FALSE,NA,NA
RT @F1: Ì†ΩÌ∏Æ  @LewisHamilton takes evasive action during FP2 #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 https://t.co/2bZeuWUunZ,FALSE,0,NA,2017-04-29T18:46:16Z,FALSE,NA,858392002815184896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phonexfly,211,TRUE,FALSE,NA,NA
RT @F1: Want more from #RussianGP quali? Check out our extended highlights edit #F1 https://t.co/2RZ3DWoXu3,FALSE,0,NA,2017-04-29T18:46:13Z,FALSE,NA,858391990706327552,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",velascomart,38,TRUE,FALSE,NA,NA
"RT @F1: A good Friday for Ferrari, but Sebastian Vettel isn‚Äôt taking anything for granted &gt;&gt; https://t.co/gZtOz1WCUb #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 http‚Ä¶",FALSE,0,NA,2017-04-29T18:46:12Z,FALSE,NA,858391986054676480,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phonexfly,77,TRUE,FALSE,NA,NA
RT @redbullracing: SPY: The smaller Felipe inside Felipe is actually Felipe‚Ä¶ Ì†ΩÌµµ #RBspy #RussianGP https://t.co/FF6Bn5UlW7,FALSE,0,NA,2017-04-29T18:46:10Z,FALSE,NA,858391977456312321,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sijenggottua,167,TRUE,FALSE,NA,NA
RT @F1: Ì†ΩÌ∏é Perfect conditions for FP3 #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 https://t.co/wdsa5Nh5By,FALSE,0,NA,2017-04-29T18:46:08Z,FALSE,NA,858391970422468608,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phonexfly,149,TRUE,FALSE,NA,NA
"RT @F1: Vettel: ""We're full of joy, very happy - and we'll try to take the momentum into the race""

#F1 #RussianGP https://t.co/e5y72wHwkd",FALSE,0,NA,2017-04-29T18:46:07Z,FALSE,NA,858391965242732544,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_alvss,304,TRUE,FALSE,NA,NA
"RT @F1: Sebastian Vettel: ""This is not the easiest track to pass‚Ä¶ but hopefully we don‚Äôt have to"" #F1 #RussianGP https://t.co/KiTNbD16GG",FALSE,0,NA,2017-04-29T18:46:05Z,FALSE,NA,858391957416157186,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_alvss,263,TRUE,FALSE,NA,NA
"RT @F1: Row 1: Vettel, Raikkonen
Row 2: Bottas, Hamilton

#RussianGP: unmissable. Here's when to tune in. #F1 https://t.co/F0iMYL4klA",FALSE,0,NA,2017-04-29T18:46:04Z,FALSE,NA,858391954140282880,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phonexfly,268,TRUE,FALSE,NA,NA
"RT @F1: WATCH: Onboard with Sebastian Vettel as he takes pole at the #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫

47th pole of his career and his first since 2015 https:‚Ä¶",FALSE,0,NA,2017-04-29T18:46:01Z,FALSE,NA,858391939284127747,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_alvss,1147,TRUE,FALSE,NA,NA
RT @OconEsteban: First Q3 of my career!! Please with the job achieved by @ForceIndiaF1 this week end ! All to play tomorrow Ì†æÌ¥ôÌ†ºÌøª #RussianGP #‚Ä¶,FALSE,0,NA,2017-04-29T18:46:00Z,FALSE,NA,858391935119106048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phonexfly,115,TRUE,FALSE,NA,NA
"RT @ScuderiaFerrari: POLE POSITION For #Seb5, first row completed by #Kimi7 P2! Ì†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøºÌ†ΩÌ±èÌ†ºÌøº#RussianGP #Quali #ForzaFerrari https://t.co/HB‚Ä¶",FALSE,0,NA,2017-04-29T18:45:53Z,FALSE,NA,858391906346307584,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Xeneize88_mdq,3458,TRUE,FALSE,NA,NA
RT @F1: Want more from #RussianGP quali? Check out our extended highlights edit #F1 https://t.co/2RZ3DWoXu3,FALSE,0,NA,2017-04-29T18:45:51Z,FALSE,NA,858391900071444480,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",phonexfly,38,TRUE,FALSE,NA,NA
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-29T18:45:50Z,FALSE,NA,858391896158330880,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlvarockMetal,1878,TRUE,FALSE,NA,NA
Qualifying for #F1 is another peace of work @Max33Verstappen #disappointed #RussianGP #pointsintherace #keeppushing,FALSE,0,NA,2017-04-29T18:45:44Z,FALSE,NA,858391869545476100,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrAbbes,0,FALSE,FALSE,NA,NA
"Terminate le #Quali del #RussianGP: Ì†ºÌ∑∑Ì†ºÌ∑∫Ì†ΩÌ≤®
1Ô∏è‚É£ #Seb5 Ì†ΩÌ≥∏
2Ô∏è‚É£ #Kimi7
3Ô∏è‚É£... https://t.co/XQHRiyNAMi by #francescacheeks v‚Ä¶ https://t.co/CdBpOBobaA",FALSE,0,NA,2017-04-29T18:45:43Z,TRUE,NA,858391867058159616,NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis: turn sharing into growth</a>",CattinRoby,0,FALSE,FALSE,NA,NA
RT @ScuderiaFerrari: Great Team work ragazzi! #RussianGP #Seb5 #Quali https://t.co/yJhTnOYC16,FALSE,0,NA,2017-04-29T18:45:43Z,FALSE,NA,858391863929077760,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dreiststudios,439,TRUE,FALSE,NA,NA
Tommorrow #RussianGP #RedBullFamily #MaxVerstappen @Max33Verstappen @TimCoronel @TomCoronel @robertdoornboss‚Ä¶ https://t.co/cEMeQxXuZY,FALSE,6,NA,2017-04-29T18:45:42Z,TRUE,NA,858391859353313284,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",F133news,0,FALSE,FALSE,NA,NA
"RT @ScuderiaFerrari: #FP3 ending with P1 and P2 for the Scuderia, #Seb5 tops the timesheet #RussianGP https://t.co/J97PSjwilv",FALSE,0,NA,2017-04-29T18:45:36Z,FALSE,NA,858391835835850752,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AntipasHector,298,TRUE,FALSE,NA,NA
"RT @JeffreyNKirk: A tremendous job by Ferrari to lock out the front row of the Russian Grand Prix!
#RussianGP #ScuderiaFerrari",FALSE,0,NA,2017-04-29T18:45:35Z,FALSE,NA,858391832392335360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Alan_branson3,4,TRUE,FALSE,NA,NA
RT @WilliamsRacing: Pit stop practice for both drivers at the end of #FP3 @SochiAutodrom #RussianGP https://t.co/74K0z3w7Xd,FALSE,0,NA,2017-04-29T18:45:31Z,FALSE,NA,858391816722423812,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AntipasHector,14,TRUE,FALSE,NA,NA
"RT @SkySportsF1: Could Sebastian Vettel's #RussianGP pole be a turning point in #F12017?

https://t.co/w6zcajiW1r #SkyF1 https://t.co/MQmHw‚Ä¶",FALSE,0,NA,2017-04-29T18:45:28Z,FALSE,NA,858391802142969860,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rogendran,23,TRUE,FALSE,NA,NA
RT @RenaultSportF1: Final timing screen for #FP3 at the #RussianGP https://t.co/fLyTumwXQ3,FALSE,0,NA,2017-04-29T18:45:26Z,FALSE,NA,858391795666911232,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AntipasHector,18,TRUE,FALSE,NA,NA
RT @Muzzaffir: Ferrari one two after so fucking long. Yaaaaaas #ForzaFerrari #RussianGP,FALSE,0,NA,2017-04-29T18:45:23Z,FALSE,NA,858391782450634752,NA,"<a href=""http://somethingfornow.com"" rel=""nofollow"">ScuderiaFerrariF1</a>",joecaputo,1,TRUE,FALSE,NA,NA
Ferrari one two after so fucking long. Yaaaaaas #ForzaFerrari #RussianGP,FALSE,0,NA,2017-04-29T18:45:23Z,FALSE,NA,858391780760313856,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Muzzaffir,1,FALSE,FALSE,NA,NA
RT @LewisHamilton: Dedicating this race weekend to Billy #BillyWhizz #RussianGP @mercedesamgf1 https://t.co/e2xBDANSDo,FALSE,0,NA,2017-04-29T18:45:22Z,FALSE,NA,858391779003035648,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Midas_Pattern,1312,TRUE,FALSE,NA,NA
RT @F1: Want more from #RussianGP quali? Check out our extended highlights edit #F1 https://t.co/2RZ3DWoXu3,FALSE,0,NA,2017-04-29T18:45:21Z,FALSE,NA,858391772883546112,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kanky965,38,TRUE,FALSE,NA,NA
"RT @SkySportsF1: Just in case you need a reminder: #RussianGP race show from 11.30am, lights out at 1pm https://t.co/IPo6RxJHHZ #SkyF1 http‚Ä¶",FALSE,0,NA,2017-04-29T18:45:18Z,FALSE,NA,858391762200653824,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",metaurian,20,TRUE,FALSE,NA,NA
