created,id,text,screenName,retweetCount
2017-05-27T04:15:39Z,868319767052136453,Helloo... :) storm (_stormtear) https://t.co/8djwrbpmNc,giveawaychirp,0
2017-05-27T03:51:04Z,868313578750849026,"""you look like a shit storm"" :) - dad",vivian_boles24,0
2017-05-27T03:40:13Z,868310850481917952,Eeee it's raining and thunder storm :D,EmmyytheKitty,0
2017-05-27T03:29:50Z,868308235266273280,"#Storm is trending lol :P though tbf it was actually pretty cool, the whole of #Cardiff is now awake early Ì†ΩÌ∏Ö #BoreDa",RealMCGrace,0
2017-05-27T03:20:53Z,868305984749539329,Good storm tonight. Over an hour of thunder and lightning visible from Llanelli! :) @DerekTheWeather https://t.co/eiNjwQHTPq,helloarts,1
2017-05-27T03:17:14Z,868305063873310720,"Maddest storm I've ever seen over #Cardiff ATM, lightning flashes every few seconds with heavy rain... welcome #Juventus and #Real! Haha :D",RealMCGrace,0
2017-05-27T03:05:01Z,868301989213601792,"love a storm, until a tree falls down onto my driveway :) :) :)",MiiiniMe,0
2017-05-27T03:02:17Z,868301304191361024,@DogmanOW GG's and WP!! :) &lt;3,Tempo_Storm,0
2017-05-27T03:01:51Z,868301194413854720,@E1XX7 @jessamynduke @secretlabchairs @QoSBaszler @TempoReynad @whiterabbitwes What a good dog. :) Is he/she for hi‚Ä¶ https://t.co/9EyiCDI1cc,Tempo_Storm,2
2017-05-27T02:57:35Z,868300121091563520,bad luck turns to good luck when i got 2 spells in 30 mins: burning rampage and catch of the day both on storm wiz :) talk about luckyÌ†ºÌΩÄÌ†ºÌΩÄ,StevenIceBlade,0
2017-05-27T02:54:22Z,868299312383623170,@willsnelling1 A big storm then ! :),robinmmorrison,0
2017-05-27T02:51:59Z,868298711910170624,Suicidal thinking and binge drinking :),autumnn_storm,0
2017-05-27T02:47:16Z,868297525702402048,Super badass lightning storm going down in Cardiff tonight :D,ZeRandomiser118,0
2017-05-27T02:37:18Z,868295013448527872,@FairySmut40 @CaretakersSin @herprotectorwol I will thank you......... Now go to sleep :-) we are watching an amazing thunder storm,sinscaretaker,0
2017-05-27T02:31:33Z,868293566992404481,This lightning storm is really pretty to watch :),MichaelPeates,0
2017-05-27T02:28:17Z,868292746292977665,this lightning storm is fun to watch :),GFXORCIST,0
2017-05-27T02:19:50Z,868290619755700226,Watching a silent storm raging out my window. Suprisingly calming to watch. :),Adoboros,0
2017-05-27T02:07:50Z,868287600808808448,@helixpea @hackaday @SupplyframeDL @othermachine at least that storm trooper didn't miss :p,ThunderSqueakAK,0
2017-05-27T02:05:40Z,868287053095608320,@jaredkushner @realDonaldTrump Collusion with the Russians is in site. Washington Post on your tail to tell all. Storm comes your way :),7spierheads7,0
2017-05-27T02:02:18Z,868286207582773248,No thunder but quite abit of lighting! Perfect shot I took :) #Storm https://t.co/LeGn48BQH9,QuickScoper_HD,0
2017-05-27T01:52:50Z,868283827109711872,Super hot day means it's now time for a massive thunder storm :D,CerysKitty,0
2017-05-27T01:41:20Z,868280929042780160,"Teaser time! If you're working on a Castle fic, post what episode you're rewatching for fic research. :) Me: ""After the Storm"" :)",acertainzest,0
2017-05-27T01:41:04Z,868280862206377984,"@Laurel_Robbins The storm itself, and the smell immediately after :)",BootsnAll,0
2017-05-27T01:39:25Z,868280450476855301,@zoefell It's a bloody crazy storm isn't it! Hope you're alright ‚ô•Ô∏èYeah we've just been lying in bed and watching :),Leonuhhh,0
2017-05-27T01:33:06Z,868278859636105222,Pretty impressive electrical storm over Exeter tonight :-) https://t.co/6wSF32Jcou,Peter_Exeter,1
2017-05-27T01:31:30Z,868278457695739904,"@DineshDSouza @Bencjacobs  Yeah.  I heard.  Hopefully, the first tiny drop of an approaching STORM of retribution.  Happy Days:):)",surlyrevenant,0
2017-05-27T01:09:26Z,868272905175445504,Sm things can't be controlled much lyk d depth of d storm wave base dat depends on mean sea level. #analogy #thoughts #morning #Godbless :),Zar1nAl1,0
2017-05-27T01:05:57Z,868272024896098304,@ABritinNewYork i've played music ... ill just wait for the storm to arrive :),Dee_DeeJ14,0
2017-05-27T01:05:06Z,868271813956075520,@FluterScratch @Lt_Storm_Shield @mlp_Twirl Hey!! Long time no speak!! How are you?? :D,pippiminafowell,0
2017-05-27T01:03:04Z,868271299390582784,Some drunk guy in the street has just told me I have a big storm coming :) thanks for making me worried about the rest of my life :)),Annabel_Uttley,0
2017-05-27T00:59:56Z,868270513138921473,currently chilling outback by myself watching the storm roll in. summer is off to a good start :),emmanikolee,0
2017-05-27T00:58:44Z,868270211211841536,@iceblockGG @Tempo_Storm GG guys super close match fun games :D,Black_Glovez,0
2017-05-27T00:48:16Z,868267576291405825,MASSIVE lightning storm over Plymouth right now :D,loli_sux,0
2017-05-27T00:46:16Z,868267073998290945,@JustWyld_ @LifeboatNetwork @iPixelDenise @Galactic_Storm @TheFancyPig @Nykyrian_Q192 @bouncyjeffer @brandnvalencia‚Ä¶ https://t.co/ziVneqRzw0,frostygamertec1,0
2017-05-27T00:35:52Z,868264457234993153,@biffa247 It's the type of storm I'd absolutely LOVE... proper beefy and slow moving. :D,dalehay,0
2017-05-27T00:26:12Z,868262024018632704,@ryangreenaway One of the best video's i've seen of this storm yet! Thanks :),MrDragonfyr,0
2017-05-26T23:48:28Z,868252525857841156,This storm! :):):):):):),JPCisn,0
2017-05-26T23:35:02Z,868249147211735041,"@storm_soul19 I mean, I'm not really sure what elevators typically sing about ... :P",alpuzz,0
2017-05-26T23:15:41Z,868244277515743232,@Marina_Sirtis I imagine the tweet storm when he sees video of it will be quite funny. :D,Anihl8r,0
2017-05-26T23:11:51Z,868243313194708993,"@AkadoSang Great stuff, thanks for sharing your plan :) Currently weathering the storm ‚òîÔ∏è",cryptodogger,0
2017-05-26T23:02:16Z,868240901704953856,There will be a storm coming on Monday 29th May 2017 at 09:00hrs GMT - also remember tent limit rule and stop hoard‚Ä¶ https://t.co/nVkx81mFYr,ProphecyRP,6
2017-05-26T22:31:46Z,868233226040561665,@bayretriever @Novemurr omg fresh duck :D,storm_wuff,0
2017-05-26T22:26:54Z,868231999315685377,@StorM_Blitzz Want the coins dude :D https://t.co/8TJ3CkrPf3,Kitsuneee__,0
2017-05-26T22:25:50Z,868231730116907008,Vamos a manquear un rato en Heroes of the Storm en Twitch :) :) :) https://t.co/jbrIHo3jpa,almadex95,2
2017-05-26T22:12:06Z,868228274392059904,"@Marvel_FFightUS We need: Cyclops, Storm, Beast, Iceman, Angel, Phoenix, Rogue, Psylocke, Colossus, Nightcrawler, B‚Ä¶ https://t.co/htJhaseMGU",Zepht,0
2017-05-26T21:56:48Z,868224425589473280,@Mighty_GayWolf1 @BartonTheFox @MassFurBowl @storm_wx @MadeFurYou @DoktorTheHusky @2MischiefMakers That's @DoktorTheHusky :),raylenwuffucus,0
2017-05-26T21:02:08Z,868210667031080962,"I can't get Overwatch on my mac, but I can get Heroes of the Storm. Battle tag: ShaunaLynn. :D",shaunaparmesan,0
2017-05-26T21:00:02Z,868210140587204609,"What is better than cute puppies on Friday! #nothing :)

Storm was born on a very stormy night along with several... https://t.co/6HYIHhxQDt",GDRNE,0
2017-05-26T20:37:37Z,868204497780195328,"Just confirmed for CEO 2017! Ya'll have a storm hitting you soon, just wait :)",nexusssb,1
2017-05-26T20:29:57Z,868202567473524736,Just make sure it doesn't storm on the mountain and we can make it up the gondola for the final night celebration.‚Ä¶ https://t.co/4qEIE2jhGy,collabteacher,0
2017-05-26T20:22:55Z,868200798165061632,Storm delay in Sugar Grove. What a surprise! :) hoping to get out there soon though. https://t.co/TyhoN1ajTj,missyjonjones,0
2017-05-26T20:19:39Z,868199974768693248,Storm Protip: Just stay under the water :) Oh yeah! Look at all those dead previously angry dead enemies! #icebolt‚Ä¶ https://t.co/ee0Gc04nhV,tomwiener,0
2017-05-26T20:16:29Z,868199181860704256,"Hadi hepinize iyi geceler :)
Of Monsters and Men - I Of The Storm (Official Lyric Video) https://t.co/yiNUKxuFuc",ozcan19on4,0
2017-05-26T20:11:28Z,868197916321755137,"@MaddieKirker Have a great holiday weekend :-)  My german shepherd did not like that storm that woke us up last night, yikes!",LJordanPhoto,0
2017-05-26T19:57:52Z,868194493366915072,storm (10 photos) https://t.co/kcicDD1cKe is Online Now! in #AtlantaEscorts Contact her :) https://t.co/2JEexNscmd,AtlantaEscortsM,1
2017-05-26T19:52:50Z,868193227832082432,@humble bundle has another free game for another 21 hours :) https://t.co/UOiDNy4WHu,XeroRT,0
2017-05-26T19:52:50Z,868193227517476864,@humble bundle has another free game for another 21 hours :) https://t.co/TG4cxpDO7V,XeroCreator,0
2017-05-26T19:48:26Z,868192120401793025,@Au55iechiq @Mcr_Storm @manc_phoenix @Altrincham_Rink @MENnewsdesk @MENSports @SheldanKeay @BBCMancSports‚Ä¶ https://t.co/WIdnsiMLvA,iamfuriousmoose,0
2017-05-26T19:44:13Z,868191058655670272,Going live with @Robeyonekenobi and Heroes of the Storm for a bit over on https://t.co/q0uM93P2fY :D come talk Xbox.,JezCorden,1
2017-05-26T19:31:00Z,868187734074109954,@Finner16 Good luck at the @Mcr_Storm Ryan. Great team with bags of potential. Gonna be an interesting season :-),DarrenSP1976,0
2017-05-26T19:10:43Z,868182630352793600,@iamdoomatron @BraeheadClan @Finner16 @Mcr_Storm They're just ruling out one person at a time :D,iamfuriousmoose,0
2017-05-26T18:53:45Z,868178358206697472,Some people think silence is a sign of weakness I think it is a sign of the coming storm. Hope you are ready :),faisalkapadia,1
2017-05-26T17:50:28Z,868162432266588160,Helloo :D Brittney Storm (BrittneyMStorm) https://t.co/C1cZjWRSAY,giveawayjoye,0
2017-05-26T17:41:26Z,868160160186814468,@raghavendra_t yep but it would probably never apply to riders on the storm (bikers under rainy weather). driver-less or not! :-),arcolife,0
2017-05-26T17:41:19Z,868160130096955392,@andrew_tulloch Enjoy it before the storm arrives. Although I love a good storm too :),lynnfinlay1,0
2017-05-26T17:02:18Z,868150310371504130,@Mcr_Storm @Finner16 @officialEIHL @Mcr_StormOSC @mcr_storm_live @TheForecastMcr @HockeyNightMCR @MENSports‚Ä¶ https://t.co/g6VZSBEGpg,sgore69,0
2017-05-26T16:53:28Z,868148088564830208,@StorM_Blitzz Hey just followed you! :D i'm lolttylgtgnvm Plays AJ on your stream!,joshuabebee142,0
2017-05-26T16:45:38Z,868146118999199744,@NaschaStrig @LailaKasimir @SirNoogen Your FC sounds more considerate.  I am glad to hear Storm blood may be relati‚Ä¶ https://t.co/9R0QqVgjPr,TalekeeperNy,0
2017-05-26T16:38:46Z,868144387691302914,"@BookaliciousPam imagining the ring security folks wearing little storm trooper helmets... :-D
but i'm a dork :)
Those shirts are awesome ;)",monkeycomics,0
2017-05-26T16:19:00Z,868139415901786112,Watch Rodrigo Storm and win or rage about somebody sacking a turn 1 chalice :) https://t.co/LQ3DMyAerT,TeamTuskMTG,0
2017-05-26T16:15:38Z,868138569528889344,"@kasey_storm Happy Friday
Have a great weekend Gorgeous! Great weekend Vibes! :-)",yosoykenykeny,0
2017-05-26T16:04:05Z,868135659566800896,storm (10 photos) https://t.co/kcicDD1cKe is Online Now! in #AtlantaEscorts Contact her :) https://t.co/vhw6c6CeHg,AtlantaEscortsM,1
2017-05-26T16:03:03Z,868135403349520384,"@MikeOlbinski @WeatherGraphics I started with his storm chase handbook and read this one afterwards. Loved it, unde‚Ä¶ https://t.co/NIHWc4iDnq",bonneintheus,0
2017-05-26T15:57:11Z,868133923221413890,There's a storm due in Sydney on Wednesday. Just my luck I have to be outside that day. :P,Badger_Jess,0
2017-05-26T15:47:03Z,868131374498291713,"Screw the coffee!!  

Let's have the storm! :D  

#WomenKickAss https://t.co/PffhIj9h3y",IamMelanieWise,1
2017-05-26T15:32:13Z,868127641324445696,@StorM_Blitzz i'm following you :),vitalijuslysov1,0
2017-05-26T15:29:01Z,868126835795800064,Oh my god the sky just got really fucking grey in like 5 minutes it's gonna storm : ),quarrelfestival,0
2017-05-26T15:06:06Z,868121069097451520,Pre-ordered Rising Storm 2 Vietnam :) Excited!,ZehGreek,0
2017-05-26T14:52:57Z,868117759342850049,"FLY LIKE THE EAGLE ...ABOVE THE STORM !
#MILLIONTRUMPMARCH 
JUNE 30 IN D.C.
WEAR COMFORTABLE SHOES :) https://t.co/MBbpUkGFHz",MistaBRONCO,8
2017-05-26T14:47:25Z,868116366078947329,"Great fps, one of my favourites and its free for the rest of today (pc steam only) download now :D... https://t.co/JuMGPP6amY",MQuemby,0
2017-05-26T14:46:43Z,868116192766156800,"@0hour1DotCom TODAY'S MEME ON SUPPORT OF #MILLIONTRUMPMARCH 
RISE ABOVE THE STORM :) https://t.co/1XnYf4d9Az",MistaBRONCO,27
2017-05-26T14:13:24Z,868107807375187969,"‚ô¶ Happy Kids Environmental Day 2017 ‚ô¶ :) 
""I am the forest breathing
I am the ocean wide
I am the storm clouds... https://t.co/XFUH9Itz81",HappyKidsHu,0
2017-05-26T14:06:06Z,868105970806816768,"@Genba_96 True Love is when you share the same chewing gum, though :P",Storm_Lakitu2,0
2017-05-26T14:01:43Z,868104866362785793,"@Genba_96 Oh, so that's why short guys never get the girls? Because the boyfriends have to reach for the Sockets? :D",Storm_Lakitu2,0
2017-05-26T13:58:33Z,868104068895580160,@StorM_Blitzz I followerd gimme my coins :P,Mataskartas,0
2017-05-26T13:57:07Z,868103708793556997,@SammyyD_ robert@tempostorm.com :),Tempo_Storm,0
2017-05-26T13:53:04Z,868102688948592641,@Genba_96 could you even reach there? :P,Storm_Lakitu2,0
2017-05-26T13:51:22Z,868102260068413441,@AzioCorp Rising Storm: Game of the Year Edition is free on the Humble Store for a limited time if you missed it :) https://t.co/wMPMibE1U6,RepsUp100,0
2017-05-26T13:26:39Z,868096043598192640,Yesterday they almost sent me home cause of my coughing so today I'm gonna cough up a storm all day on purpose :),yeahok75,0
2017-05-26T13:18:16Z,868093932684677120,@TheFlamePit You do good things with meat in general :) you should come to estonia I think you would go down a stor‚Ä¶ https://t.co/Zs6dgqXysH,Xsagaroth,0
2017-05-26T13:13:34Z,868092750679465984,@ABC we dont get storm hurricane in egypt :),AndiHamadi,0
2017-05-26T12:11:47Z,868077200469307392,the wind is picking up! hopefully there'll be a lightening storm by the end of the day :),gspro15198,0
2017-05-26T11:58:32Z,868073868128210944,"Thanks to @CriticalRole , @matthewmercer and the rest of the cast and crew. Going through a storm personally, it's nice to have a port. :)",apeculiarhabit,0
2017-05-26T11:44:16Z,868070278244573184,Hello :) MDS_STORM (M_D_S_TWEETS) https://t.co/q5VS4g2qsY,giveawayzipix,0
2017-05-26T11:29:00Z,868066433875496960,"""And if the sky falls, I dance in the storm"" :D Salsa Giants - Bajo la Tormenta (Official Video) https://t.co/KtGr1ATYlP via @YouTube",pauljohnlyon,0
2017-05-26T11:16:58Z,868063405483200512,Football Sports Performer of the week and Newton Storm Coaches award all in one week :) @TheDistrictCE‚Ä¶ https://t.co/05Yu3w6cGa,Mr_P_Foster,5
2017-05-26T10:53:34Z,868057517032714240,"@srtagomez14 @svpercat thats y so many people are shocked when their with virgins ""are you sure youve never done th‚Ä¶ https://t.co/wW3fzT940V",british_storm,0
2017-05-26T10:49:02Z,868056374743322625,"@TomiDee 'bout mobile and digital, of course :-) - hold on, if you haven't experiened one yet, we're doing a big st‚Ä¶ https://t.co/pfubZc8h0n",tomiahonen,0
2017-05-26T09:41:36Z,868039407206490112,"Rising Storm free on humble bundle now. Go redeem while it last :D
https://t.co/NVoilGDIVM",ReveckR6,0
2017-05-26T09:27:11Z,868035779557183488,storm (10 photos) https://t.co/kcicDD1cKe is Online Now! in #AtlantaEscorts Contact her :) https://t.co/PS65OzBVCZ,AtlantaEscortsM,1
2017-05-26T09:25:09Z,868035264886779904,@HouseofTwitsSNP Hello House of Twits :) ..what IS this 'House of Twits' thing? I've always wondered so (a few years later) I thought 'ASK!',Storm_Warner,0
2017-05-26T09:23:14Z,868034783905017857,love waking up at 5am bc i'm sick as shit and couldn't breathe for a second :-) love coughing up a storm!!!!,Jazzyy13,0
2017-05-26T09:08:55Z,868031182352416768,"You may have been through a storm, but God will bring you out better off than you were before. :)",TalentedMaid,0
2017-05-26T08:05:08Z,868015130386219008,Still hoping I could be like Storm or Mystique both I prefer Storm more for she has a good heart :),beeeeiiiaaaaa,0
2017-05-26T07:23:09Z,868004563223285761,https://t.co/HydXgNZt5v Rising Storm GOTY Edition Free for 1 day 9 hours from now :) Steam Account req.,GingesLife,0
2017-05-26T06:49:09Z,867996008298549249,And I am like baby you got a big storm coming :))))),lucinasfalchion,0
2017-05-26T06:42:20Z,867994290458304513,@SWOPLasVegas @MarleydaBooty @BbwSofiaRose @karlaxxxlane @Lola_Davina @kasey_storm @Jenson3Alura @Julia_Sandsxxx‚Ä¶ https://t.co/woAg22nUIi,CurvyQuinn,0
2017-05-26T06:31:07Z,867991470967406596,@HawaiiDelilah @SleepyPaprika I foresee a coming tweet-storm. :) Well done to Moiseur Macron.,jamie_saris,0
2017-05-26T06:25:28Z,867990049333182464,"Rising Storm is free for the next day and some change: https://t.co/JQjlXn8sEl
:)",FetidBobo,1
2017-05-26T05:44:37Z,867979765898108928,Helloo.. Aroze Storm (Aroze_Storm) :) https://t.co/p21AoBM0EK,giveawayxdash,0
2017-05-26T05:36:02Z,867977608310407168,@xonichollexo Craig played unbelievable . Say hi to him for me Nicholle it would mean a lot :) his old Guelph storm‚Ä¶ https://t.co/HKfFt0YCIA,BiggestOrtizFan,0
2017-05-26T05:20:11Z,867973618294153216,@artofnanobit Here we go again! :P    https://t.co/lYcibz7OJl #heroesofthestorm,RabidGebil,0
2017-05-26T05:14:31Z,867972193086349315,"Readers are loving Devlin, the hero of MIDNIGHT STORM! ""Tell me where i can find a Dev :)"" https://t.co/nlCtbnfkJ7 #itunes",AuthorLTaylor,2
2017-05-26T05:14:14Z,867972122538164224,Hiii :) ‚òÅquiet.storm‚òÅ (bittersweet_900) https://t.co/ovS1sAXmNw,giveawayfroozy,0
2017-05-26T05:09:12Z,867970856281980928,This better be the storm before the calm :))),NatashaHamovic,0
2017-05-26T04:57:56Z,867968020706058241,Had fun tonight on storm 4 with some good stylers today :),ItzRoyalYT,0
2017-05-26T04:43:55Z,867964490985259010,@XPlaintheXmen Don't know if y'all have ever played Marvel Future Fight but they announced Cyclops and Storm are in the next update :),richburroughs,0
2017-05-26T03:57:00Z,867952685298798592,@rdelpapa @Tempo_Storm When do I get to come meet all the cool people? :D,Chompsy1337,0
2017-05-26T03:21:47Z,867943822881247233,"Free game for anyone interested! :)

https://t.co/KTTEXhp6oM",ShyDeafGamer,1
2017-05-26T03:09:21Z,867940692861038592,@_Satoshiii_ Nahh east coast in New Jersey.. storm is hugeee right about now :P,Someone_MC,0
2017-05-26T02:27:18Z,867930110241816576,"@Reesetapher - Free game. 1 day and 14 hours left. Pass it on. :)

https://t.co/xpQUG8NZjf",LeSemblantON,0
2017-05-26T02:16:46Z,867927459810770944,@StorM_Blitzz I have followed you on all of your channels and social media with proof! :D https://t.co/Fw0q15Vyag,Streetdemon12,0
2017-05-26T01:32:07Z,867916222553219073,Ty for the #CSGO #Giveaway @csgomouse ! awesome :) https://t.co/mF2sbd5qtQ,blood_storm_yt,0
2017-05-26T01:12:28Z,867911276651008000,Thunder... Lightning... I am loving this storm. :D,ShadowTigrezz,0
2017-05-26T00:54:20Z,867906717127987201,@horror06 is horrible!:) India has huge stakes in the US: https://t.co/HnT0myREkY https://t.co/MJAbGaGEvT,webhuti,2
2017-05-26T00:52:59Z,867906377313898496,"@Morbid_Complex Already have it. Great game, can't wait for Rising Storm 2. :D",FrenchEevee,0
2017-05-26T00:52:29Z,867906250830434304,This action... all godplays... it's gonna be cool. You like storm in xmen.. made it Halle berry... well. I'm Chester Harris :).,thepharaohc3,0
2017-05-26T00:35:42Z,867902026071523329,awesome storm outside rn :D,BrightandBrave,0
2017-05-26T00:31:31Z,867900974706245632,"It should be about happiness, always :-)  https://t.co/8maDT47nFL",AusSquad5SOS,3
2017-05-26T00:30:39Z,867900756460015616,a storm comes and suddenly the wifi doesn't work :) wow amazing,babenaesheim,0
2017-05-26T00:24:34Z,867899224578441216,@massholeeddie Big storm this one. Glad it's gone now but got a lot of rain. :),ChuckNellis,0
2017-05-26T00:13:53Z,867896537703006210,Rising Storm: GOTY edition is currently free on Humble Bundle.  Great WW2 FPS with tanks. :D,JasuDaRoo,1
2017-05-26T00:08:32Z,867895188034789376,"Breaking News: People are #becominglegendary everywhere. 

Head to https://t.co/BC0M844RbV to get your own TS brace‚Ä¶ https://t.co/1jnHBlFCWm",Tempo_Storm,0
2017-05-25T23:28:47Z,867885186599587842,we're driving and the storm is fucking nuts and i'm having a panic attack :),dadhathes,0
2017-05-25T22:48:00Z,867874923011854337,"Decent storm en route for early beach goers outside Lewes, Delaware! Shouldn't affect the food. :) https://t.co/eoBLNGY2AJ",FoodNewsie,0
2017-05-25T22:37:56Z,867872390436487169,OOOOOH #free #game :O https://t.co/BbytMpjK5a 1.5 days remaining. Get it now for free and keep it :),TheRealCoda,2
2017-05-25T22:33:07Z,867871174943965185,@Storm_YouTube_ OK I'll take a look tonight :),NedMakesGames,0
2017-05-25T22:29:17Z,867870211374034944,"Rising Storm is FREE on Humble Bundle rn for a limited time only for Steam! :O :D
https://t.co/B7q0sYmGVn",MuhsinunCool,0
2017-05-25T22:29:15Z,867870203119587329,"Rising Storm is FREE on Humble Bundle rn for a limited time only for Steam! :O :D
 https://t.co/B7q0sYmGVn",MuhsinunCool,0
2017-05-25T22:22:57Z,867868617861410816,Headed off in the storm for the last concert of the year :-) @ West‚Ä¶ https://t.co/gj9hbpCkEl,Beads4BusyGals,0
2017-05-25T22:17:50Z,867867332332400640,stuck in traffic in the middle of a storm and i need to pee :) fantastic,hgabbii,0
2017-05-25T22:04:37Z,867864005616046080,@MissMillennial I love thunderstorms :). The grey clouds the shadow before the storm cimes,empfiz,0
2017-05-25T21:29:21Z,867855130485563392,"@Themichaelhardy Nah, it's gonna be even warmer tomorrow Ì†ΩÌ∏í
Looking forward to the hopeful storm on Saturday though :)",m_mason238,0
2017-05-25T21:23:02Z,867853538780618752,Chills with doggo. The calm before the stream storm. :D https://t.co/MXUngB7raL,Nismospoolin,0
